agencyid,bedroomsnumber,buildingyear,codcom,gsm,surface,latitude,longitude,isluxury,isnew,on_the_market,zeroenergybuilding,airconditioning,bathrooms,city,condition,energyclass,ga4heating,garage,heatingtype,pricerange,id_zona_omi,rooms
169110.0,3.0,2023.0,26086.0,181.0,253,45.6674,12.244,True,False,False,False,"autonomo, freddo","3","Treviso","Nuovo / In costruzione","A2","Autonomo","1 in box privato/box in garage","autonomo, a pavimento","oltre 500.000 €","F704-B11","4"
169110.0,3.0,2023.0,26086.0,181.0,253,45.6674,12.244,True,False,False,False,"autonomo, freddo","3","Treviso","Nuovo / In costruzione","A2","Autonomo","1 in box privato/box in garage","autonomo, a pavimento","oltre 500.000 €","F704-B11","4"
169110.0,3.0,2023.0,26086.0,181.0,253,45.6674,12.244,True,False,False,False,"autonomo, freddo","3","Treviso","Nuovo / In costruzione","A2","Autonomo","1 in box privato/box in garage","autonomo, a pavimento","oltre 500.000 €","F704-B11","4"
